year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No
2012,9,25,0,3,,,,15,68,1018,21,SE,11.63,0,0,55,27215
2013,5,30,17,1,46,32,38,-2,9,1002,35,SE,40.68,0,0,52,27216
2012,4,20,5,1,,,,11,82,1015,14,cv,1.78,0,0,183,27217
2013,9,27,14,3,213,222,241,7,35,1010,23,SE,9.84,0,0,229,27218
2015,10,31,4,3,39,,57,-3,69,1033,2,NW,3.58,0,0,36,27219
2011,12,2,5,4,,,,-3,92,1023,-2,SE,3.57,0,0,296,27220
2015,2,26,3,4,13,19,13,-16,35,1025,-3,NW,11.62,0,0,30,27221
2011,11,24,6,3,,,,-10,79,1028,-7,NW,0.89,0,0,121,27222
2013,1,27,21,4,286,,248,-5,86,1025,-3,SE,0.89,0,0,306,27223
2015,5,20,7,1,27,11,,5,37,1017,20,NW,41.13,0,0,13,27224
2011,12,30,4,4,,,,-8,79,1036,-5,NE,1.78,0,0,71,27225
2011,8,30,5,2,,,,22,94,1009,23,NW,0.89,0,0,171,27226
2015,3,3,5,1,3,5,7,-26,10,1021,2,NW,139.49,0,0,4,27227
2014,2,1,22,4,127,107,133,-1,80,1013,2,SE,25.04,0,0,144,27228
2011,12,4,10,4,,,,-5,74,1030,-1,cv,1.78,0,0,63,27229
2012,2,2,16,4,,,,-25,16,1033,-3,NE,1.79,0,0,24,27230
2013,2,24,7,4,234,,217,-9,68,1026,-4,cv,1.79,0,0,270,27231
2013,9,14,0,3,146,111,119,18,88,1006,20,NW,4.02,0,0,151,27232
2013,6,16,20,2,217,190,,20,88,1003,22,NW,14.31,0,0,199,27233
2012,7,21,16,2,,,,23,94,1000,24,NE,14.3,9,37.8,46,27234
2014,4,28,11,1,,84,,5,31,1020,23,cv,0.89,0,0,68,27235
2011,9,17,11,3,,,,-1,24,1020,20,NE,4.02,0,0,11,27236
2015,11,11,20,3,119,,127,4,,,6,cv,7.12,0,0,126,27237
2014,4,13,6,1,130,152,158,2,65,1017,8,SE,0.89,0,0,149,27238
2012,5,3,9,1,,,,8,30,1010,27,NW,15.2,0,0,57,27239
2012,11,18,22,3,,,,-11,30,1022,5,NW,48.73,0,0,7,27240
2015,4,11,14,1,94,98,95,7,45,1018,19,SE,38.43,0,0,93,27241
2015,1,6,11,4,10,14,15,-22,13,1028,3,NW,5.81,0,0,13,27242
2014,1,16,13,4,149,192,210,-10,37,1027,3,NE,8.94,0,0,161,27243
2015,5,20,17,1,18,16,11,0,14,1012,30,NW,8.94,0,0,17,27244
2011,9,13,2,3,,,,17,88,1013,19,SE,38.91,0,0,113,27245
2013,6,20,22,2,137,129,132,17,54,1009,27,SE,4.92,0,0,129,27246
2014,12,13,7,4,3,30,16,-14,72,1029,-10,NW,1.79,0,0,33,27247
2011,12,28,13,4,,,,-13,25,1030,5,SE,1.79,0,0,63,27248
2013,5,6,4,1,313,437,149,14,93,1015,15,NE,0.89,0,0,315,27249
2014,2,4,1,4,3,3,6,-31,10,1030,-4,NW,12.52,0,0,6,27250
2012,1,7,19,4,,,,-5,92,1036,-4,NE,1.79,0,0,166,27251
2013,3,27,9,1,3,164,166,4,75,1010,8,NW,6.71,0,0,192,27252
2012,12,11,20,4,,,,-10,62,1032,-4,SE,8.94,0,0,139,27253
2011,3,23,12,1,,,,-18,12,1025,10,NW,144.39,0,0,19,27254
2010,3,1,20,1,,,,-5,79,1020,-2,SE,70.2,0,0,89,27255
2011,4,9,10,1,,,,-2,27,1014,17,cv,1.78,0,0,105,27256
2014,2,7,14,4,84,74,73,-7,79,1026,-4,SE,44.27,0,0,90,27257
2015,4,11,22,1,20,31,27,9,87,1024,11,NW,4.92,9.3,11.2,33,27258
2011,9,17,12,3,,,,-1,24,1020,20,NE,8.94,0,0,6,27259
2015,11,22,22,3,42,,46,-4,100,1037,-4,cv,0.89,0.1,0.1,45,27260
2010,1,3,1,4,,,,-8,85,1026,-6,SE,61.69,0.5,0.9,65,27261
2015,3,21,19,1,13,7,10,-21,5,1018,17,NW,111.76,0,0,8,27262
2014,8,26,2,2,31,63,31,15,77,1012,19,SE,1.79,0,0,39,27263
2012,4,14,18,1,,,,-5,11,1002,27,SE,50.06,0,0,22,27264
2011,5,4,9,1,,,,7,55,1013,16,SE,55.88,0,0,44,27265
2011,6,26,13,2,,,,14,37,1003,30,NE,12.07,0,0,16,27266
2015,4,18,23,1,121,114,104,8,51,1012,18,SE,5.81,0,0,109,27267
2012,4,12,20,1,,,,-4,22,1006,18,SE,9.39,0,0,29,27268
2012,4,6,17,1,,,,-8,11,1014,23,NW,7.15,0,0,32,27269
2015,11,11,10,3,57,,90,6,,,7,NW,1.79,0,0,85,27270
2014,9,15,23,3,30,29,30,8,58,1017,16,cv,0.89,0,0,30,27271
2014,12,27,21,4,,348,343,-9,68,1026,-4,cv,4.46,0,0,348,27272
2013,2,1,3,4,,,,-5,100,1023,-5,NE,1.79,0,0,53,27273
2014,9,17,6,3,17,14,21,11,76,1020,15,SE,4.92,0,0,25,27274
2010,5,2,23,1,,,,-9,11,1006,22,NE,1.79,0,0,36,27275
2010,2,18,0,4,,,,-19,34,1027,-6,cv,0.45,0,0,38,27276
2013,4,6,10,1,13,15,5,-13,17,1020,11,NW,19.67,0,0,13,27277
2010,7,13,23,2,,,,21,83,1010,24,cv,0.89,0,0,122,27278
2015,3,13,21,1,39,70,42,-10,37,1023,3,SE,7.6,0,0,41,27279
2013,1,11,10,4,,,,-7,79,1025,-4,NW,3.13,0,0,377,27280
2013,11,7,17,3,57,48,61,-11,21,1018,10,SE,26.82,0,0,56,27281
2011,3,5,9,1,,,,-5,45,1017,6,SE,64.37,0,0,96,27282
2011,8,30,21,2,,,,22,78,1008,26,SE,20.12,0,0,155,27283
2011,8,17,3,2,,,,22,100,1006,22,NE,1.78,0,0,66,27284
2015,3,21,23,1,28,33,18,-16,14,1021,10,NW,124.72,0,0,29,27285
2010,2,23,15,4,,,,-6,39,1003,7,cv,1.78,0,0,191,27286
2012,6,29,8,2,,,,20,94,1006,21,cv,0.89,1.5,12,75,27287
2014,7,14,17,2,31,40,31,15,28,1000,36,SE,16.54,0,0,42,27288
2015,7,19,7,2,77,58,61,21,94,1008,22,NW,3.13,0,0,60,27289
2012,12,11,17,4,,,,-11,53,1031,-3,SE,5.37,0,0,179,27290
2013,11,8,9,3,98,104,99,-2,56,1022,6,NW,1.79,0,0,110,27291
2015,6,18,16,2,8,8,4,8,22,1003,32,NE,4.02,0,0,7,27292
2015,10,5,6,3,161,,153,11,100,1020,11,cv,1.78,0,0,143,27293
2011,7,17,19,2,,,,20,78,1004,24,SE,16.1,1.9,1.9,75,27294
2013,6,2,21,2,122,143,97,17,64,1003,24,SE,47.39,0,0,122,27295
2010,5,7,16,1,,,,-1,15,1002,28,NW,57.66,0,0,130,27296
2011,12,24,16,4,,,,-17,21,1026,3,NW,35.76,0,0,21,27297
2013,8,20,17,2,70,56,100,22,78,1007,26,NW,4.02,0,0,104,27298
2014,6,13,5,2,112,130,106,18,82,1007,21,NE,2.67,0,0,126,27299
2011,2,6,21,4,,,,-12,32,1020,3,SE,4.92,0,0,69,27300
2013,9,5,12,3,16,14,8,10,38,1014,25,cv,1.79,0,0,13,27301
2010,3,6,15,1,,,,-13,31,1031,2,SE,4.02,0,0,103,27302
2014,4,17,17,1,91,91,96,9,59,1012,17,SE,4.92,0,0,131,27303
2015,9,29,6,3,67,,70,14,93,1029,15,NW,3.58,0.4,0.9,59,27304
2012,7,16,11,2,,,,20,52,1008,31,SE,1.79,0,0,85,27305
2010,10,19,11,3,,,,7,87,1028,9,cv,2.67,0,0,79,27306
2011,6,26,16,2,,,,15,37,1000,31,NE,1.79,0,0,21,27307
2011,5,5,20,1,,,,1,36,1003,16,SE,3.13,0,0,95,27308
2015,6,11,1,2,67,30,40,16,93,998,17,NE,3.58,0.3,3.1,43,27309
2012,10,7,10,3,,,,11,67,1025,17,cv,0.89,0,0,89,27310
2010,10,24,17,3,,,,2,65,1026,8,NE,65.27,0,0,13,27311
2015,12,20,16,4,216,,225,-3,74,1024,1,SE,0.89,,,227,27312
2012,11,3,8,3,,,,8,93,1020,9,cv,0.89,0,0,192,27313
2013,5,29,1,1,13,26,12,-2,19,1008,22,NW,23.69,0,0,18,27314
2013,8,25,22,2,50,34,50,17,57,1004,26,cv,0.89,0,0,49,27315
2015,4,8,17,1,126,125,127,2,50,1021,12,SE,37.54,0,0,124,27316
2013,11,11,20,3,80,68,80,-9,38,1025,4,cv,0.89,0,0,81,27317
2012,10,10,10,3,,,,0,29,1023,18,NW,5.37,0,0,14,27318
2012,10,12,18,3,,,,6,71,1014,11,cv,16.91,0,0,194,27319
2014,4,18,16,1,142,148,157,11,56,1018,20,SE,16.54,0,0,162,27320
2012,7,6,23,2,,,,23,94,1002,24,cv,1.78,0,0,184,27321
2013,10,23,12,3,19,13,9,-14,12,1021,15,NW,31.29,0,0,17,27322
2014,3,14,0,1,23,21,17,-25,6,1019,10,NW,20.12,0,0,19,27323
2012,9,14,3,3,,,,10,93,1015,11,NW,12.07,0,0,26,27324
2015,2,13,7,4,103,113,93,-11,78,1019,-8,NW,1.78,0,0,109,27325
2010,3,13,7,1,,,,-10,50,1028,-1,cv,0.89,0,0,69,27326
2012,10,5,6,3,,,,7,87,1017,9,NW,4.02,0,0,27,27327
2015,11,18,15,3,74,81,74,1,,,5,SE,80.93,0,0,77,27328
2010,8,19,1,2,,,,20,88,1011,22,cv,0.89,3.1,26.5,89,27329
2012,6,12,5,2,,,,9,63,996,16,NW,3.13,0,0,23,27330
2015,2,8,0,4,3,3,3,-24,22,1038,-6,NW,68.39,0,0,6,27331
2015,9,11,7,3,7,,,13,87,1017,15,NW,19.23,0,0,6,27332
2015,2,6,0,4,73,65,65,-12,46,1027,-2,NE,0.89,0,0,55,27333
2010,3,26,7,1,,,,-6,68,1021,-1,SE,0.89,0,0,38,27334
2013,10,10,15,3,8,3,9,0,24,1012,21,NW,66.16,0,0,12,27335
2012,9,14,23,3,,,,12,87,1019,14,NE,0.89,0,0,23,27336
2013,6,29,21,2,163,159,160,22,88,1005,24,cv,1.78,0,0,164,27337
2010,8,31,9,2,,,,19,69,1010,25,SE,1.79,0,0,81,27338
2012,5,22,2,1,,,,17,82,1012,20,cv,0.89,0,0,86,27339
2012,9,17,19,3,,,,7,31,1009,25,SE,5.81,0,0,49,27340
2010,6,21,19,2,,,,16,45,1001,29,SE,1.79,0,0,89,27341
2011,2,14,2,4,,,,-20,37,1033,-8,NW,23.24,0,0,8,27342
2014,5,23,14,1,42,54,43,11,26,1010,33,SE,36.65,0,0,46,27343
2014,3,11,15,1,200,205,219,-5,28,1015,13,SE,3.58,0,0,220,27344
2012,10,1,16,3,,,,5,27,1014,25,SE,4.92,0,0,51,27345
2012,2,27,7,4,,,,-10,85,1027,-8,NE,1.78,0,0,191,27346
2011,1,17,9,4,,,,-21,34,1037,-8,NW,37.54,0,0,27,27347
2014,1,28,23,4,66,62,68,-8,68,1023,-3,SE,54.53,0,0,75,27348
2010,3,6,19,1,,,,-9,54,1032,-1,SE,9.39,0,0,96,27349
2011,7,12,0,2,,,,20,69,1009,26,SE,44.69,0,0,96,27350
2011,10,11,18,3,,,,12,63,1021,19,SE,16.99,0,0,179,27351
2010,8,21,23,2,,,,16,82,1012,19,NE,7.15,0,0,9,27352
2015,12,30,16,4,7,8,7,-11,30,1030,5,NW,53.64,0,0,8,27353
2012,5,12,23,1,,,,14,87,1011,16,SE,41.56,0,0,130,27354
2012,4,15,2,1,,,,6,48,1004,17,SE,84.94,0,0,80,27355
2012,12,31,17,4,,,,-15,31,1016,0,NW,4.02,0,0,103,27356
2015,4,21,4,1,63,83,55,4,75,1010,8,NW,1.79,,,61,27357
2014,7,21,14,2,,,,17,36,1002,34,NW,11.62,0,0,15,27358
2010,4,7,19,1,,,,-8,16,1014,18,SE,63.93,0,0,84,27359
2010,2,2,4,4,,,,-12,85,1028,-10,cv,0.89,0,0,97,27360
2010,8,4,5,2,,,,22,83,1002,25,NE,0.89,0.6,0.6,178,27361
2010,4,16,20,1,,,,5,71,1020,10,SE,38.43,0,0,102,27362
2015,8,28,14,2,8,,5,15,33,1006,33,cv,2.68,0,0,8,27363
2010,3,17,12,1,,,,-14,23,1027,5,NE,54.54,0,0,26,27364
2013,2,8,21,4,166,,121,-13,67,1031,-8,cv,4.91,0,0,144,27365
2015,1,8,1,4,67,78,70,-10,67,1032,-5,SE,0.89,0,0,66,27366
2013,1,11,18,4,,,,-8,63,1023,-2,SE,3.13,0,0,291,27367
2014,5,30,15,1,112,104,107,15,32,1005,34,SE,27.71,0,0,104,27368
2010,3,23,4,1,,,,-8,47,1022,2,cv,0.89,0,0,46,27369
2012,4,26,3,1,,,,1,65,1007,7,SE,1.79,0,0,62,27370
2010,10,31,10,3,,,,0,38,1026,14,NW,28.18,0,0,64,27371
2014,5,3,11,1,57,65,56,4,30,1010,22,SE,8.05,0,0,121,27372
2013,1,31,15,4,121,,131,-1,100,1022,-1,NE,1.79,0,0,143,27373
2014,1,4,14,4,178,169,180,-7,51,1020,2,SE,1.79,0,0,209,27374
2011,7,20,10,2,,,,22,94,1003,23,NW,11.18,0,0,26,27375
2011,9,28,1,3,,,,14,87,1015,16,NE,0.89,0,0,221,27376
2011,1,11,9,4,,,,-20,27,1024,-4,NW,33.53,0,0,18,27377
2011,7,20,13,2,,,,22,83,1003,25,SE,4.02,0,0,14,27378
2012,5,9,2,1,,,,8,55,1013,17,SE,27.72,0,0,105,27379
2011,1,16,9,4,,,,-23,31,1038,-9,NW,7.6,0,0,26,27380
2013,6,14,20,2,131,115,,14,44,1007,27,SE,84.95,0,0,117,27381
2015,11,7,14,3,10,,15,-1,,,4,NE,9.84,0,0,13,27382
2011,3,25,6,1,,,,-16,23,1029,3,NW,8.04,0,0,18,27383
2011,4,14,2,1,,,,6,62,1008,13,NW,3.13,0,0,133,27384
2012,12,7,6,4,,,,-18,48,1024,-9,NW,29.5,0,0,31,27385
2011,6,8,16,2,,,,15,33,998,33,SE,10.28,0,0,22,27386
2012,12,28,18,4,,,,-11,62,1027,-5,NW,51.41,0.3,0.6,254,27387
2015,2,5,17,4,54,42,43,-13,20,1028,8,SE,8.94,0,0,46,27388
2014,11,26,23,3,333,571,501,1,93,1020,2,cv,2.23,0,0,470,27389
2010,6,29,17,2,,,,19,48,1001,31,SE,19.67,0,0,175,27390
2012,3,22,0,1,,,,2,65,1019,8,NW,0.89,0,0,378,27391
2015,2,5,19,4,71,55,61,-14,22,1028,6,SE,16.98,0,0,58,27392
2015,12,12,8,4,40,,52,-5,79,1027,-2,NE,1.79,0,0,44,27393
2013,4,9,13,1,13,17,16,-15,12,1020,13,NW,316.49,0,0,14,27394
2011,11,15,3,3,,,,-3,86,1028,-1,NW,0.89,0,0,225,27395
2013,11,28,12,3,7,10,5,-33,4,1026,4,NW,413.03,0,0,9,27396
2015,9,24,8,3,149,,163,17,88,1011,19,NW,1.79,0,0,112,27397
2014,4,25,5,1,138,,130,9,76,1016,13,SE,1.78,0,0,118,27398
2011,11,7,14,3,,,,-1,33,1026,15,cv,1.78,0,0,37,27399
2014,9,2,14,3,15,27,25,20,78,1010,24,NE,3.58,0.1,8,23,27400
2014,11,3,5,3,21,40,28,-4,69,1022,1,NW,3.13,0,0,20,27401
2013,4,16,15,1,26,36,29,-3,19,1006,21,cv,4.47,0,0,28,27402
2011,2,23,10,4,,,,-4,64,1017,2,NE,0.89,0,0,401,27403
2014,6,28,19,2,22,33,16,15,33,1003,33,SE,8.05,0,0,26,27404
2011,4,18,19,1,,,,-7,19,1015,16,SE,0.89,0,0,32,27405
2011,7,26,16,2,,,,22,52,998,33,SE,8.94,0,0,33,27406
2015,8,12,16,2,72,64,59,20,39,1004,36,SE,8.94,0,0,64,27407
2015,3,29,23,1,116,170,152,5,54,1011,14,NE,1.79,0,0,155,27408
2010,5,21,12,1,,,,13,41,1008,27,SE,8.05,0,0,78,27409
2011,11,3,19,3,,,,8,76,1025,12,SE,0.89,0,0,100,27410
2015,4,24,0,1,72,101,67,1,41,1023,14,cv,2.67,,,78,27411
2010,6,25,15,2,,,,14,35,1007,31,SE,7.15,0,0,107,27412
2015,2,3,19,4,11,13,15,-16,18,1030,6,NW,53.65,0,0,15,27413
2011,5,31,6,1,,,,7,35,1002,23,NW,35.32,0,0,9,27414
2013,7,29,16,2,71,,52,22,58,998,31,cv,1.78,0,0,53,27415
2011,6,19,0,2,,,,20,88,1008,22,SE,37.55,0,0,221,27416
2014,7,4,23,2,162,156,142,22,83,1007,25,NE,1.79,0,0,168,27417
2015,7,11,18,2,77,75,68,17,36,1004,34,SE,16.08,0,0,67,27418
2010,10,10,8,3,,,,13,93,1012,14,NE,0.89,0,0,397,27419
2011,3,16,3,1,,,,-13,34,1025,1,NW,1.79,0,0,19,27420
2015,8,26,19,2,20,,11,19,65,1008,26,NW,4.02,0,0,14,27421
2010,11,17,8,3,,,,-4,86,1024,-2,NW,4.47,0,0,129,27422
2015,4,30,4,1,107,,106,14,82,1011,17,SE,43.37,0,0,116,27423
2015,2,22,9,4,34,35,33,-21,23,1025,-3,NW,172.11,0,0,28,27424
2011,4,17,17,1,,,,-11,14,1013,16,NW,142.13,0,0,118,27425
2014,5,19,4,1,87,88,92,16,93,1008,17,NE,3.13,0,0,90,27426
2012,11,4,6,3,,,,2,93,1008,3,NW,134.12,8.8,62.2,11,27427
2010,11,8,7,3,,,,-7,36,1024,7,NW,178.81,0,0,7,27428
2014,9,23,5,3,43,69,67,18,100,1017,18,NW,8.94,0,0,81,27429
2011,1,31,22,4,,,,-19,19,1025,2,NW,74.64,0,0,55,27430
2014,9,7,15,3,99,100,92,17,45,1005,30,SE,16.54,0,0,100,27431
2011,3,31,14,1,,,,2,28,1014,21,SE,8.05,0,0,188,27432
2015,9,11,11,3,8,,3,12,56,1016,21,NW,37.12,0,0,5,27433
2015,1,23,8,4,192,255,204,-11,78,1019,-8,cv,0.89,0,0,193,27434
2013,11,27,22,3,4,7,11,-29,11,1029,-3,NW,309.77,0,0,7,27435
2010,4,19,16,1,,,,9,59,1014,17,SE,8.94,0,0,175,27436
2010,3,27,6,1,,,,-7,55,1025,1,SE,12.07,0,0,85,27437
2014,1,16,5,4,555,508,566,-7,73,1026,-3,SE,1.79,0,0,618,27438
2011,2,6,10,4,,,,-12,27,1023,5,NE,8.05,0,0,29,27439
2014,7,12,5,2,6,16,7,12,46,1003,24,NE,13.85,0,0,10,27440
2010,9,10,13,3,,,,8,26,1007,29,NW,28.61,0,0,24,27441
2015,8,20,0,2,28,,24,18,88,1011,20,NW,2.68,0,0,23,27442
2011,2,1,6,4,,,,-17,35,1023,-4,NW,105.04,0,0,27,27443
2011,6,13,11,2,,,,17,48,1007,29,SE,3.13,0,0,98,27444
2013,1,28,21,4,353,,358,-6,92,1023,-5,SE,14.31,0,0,444,27445
2015,3,18,5,1,20,33,29,-6,44,1018,5,SE,1.79,0,0,30,27446
2014,12,6,23,4,42,114,77,-13,36,1027,0,cv,0.89,0,0,102,27447
2011,9,11,10,3,,,,14,72,1020,19,NE,1.79,0,0,37,27448
2015,8,19,13,2,67,,52,19,61,1011,27,SE,3.13,0,0,46,27449
2012,6,15,8,2,,,,13,47,1007,25,NW,9.84,0,0,9,27450
2010,1,29,15,4,,,,-25,8,1020,6,NW,65.27,0,0,36,27451
2012,11,15,2,3,,,,-5,86,1029,-3,cv,0.89,0,0,200,27452
2014,5,25,6,1,137,119,131,18,93,1007,19,cv,1.78,0,0,132,27453
2014,9,19,1,3,83,68,74,12,82,1016,15,SE,25.94,0,0,78,27454
2014,11,8,3,3,61,88,73,-1,92,1029,0,cv,0.89,0,0,76,27455
2015,7,21,22,2,60,53,46,22,94,1005,23,NW,1.79,0,0,54,27456
2010,12,28,2,4,,,,-21,29,1017,-6,NW,123.38,0,0,16,27457
2011,7,5,9,2,,,,19,61,1000,27,SE,62.13,0,0,134,27458
2010,2,23,0,4,,,,-7,79,1013,-4,NE,0.89,0,0,111,27459
2010,12,9,7,4,,,,-8,68,1014,-3,SE,1.79,0,0,185,27460
2015,9,2,17,3,3,,3,17,43,1011,31,cv,0.89,0,0,2,27461
2010,12,15,19,4,,,,-23,21,1028,-4,SE,4.02,0,0,43,27462
2010,5,11,2,1,,,,-1,35,1013,14,NW,166.28,0,0,5,27463
2010,2,21,17,4,,,,-15,13,1013,12,NE,3.13,0,0,20,27464
2013,1,12,10,4,,,,-10,73,1024,-6,NW,5.37,0,0,383,27465
2015,8,6,6,2,28,24,20,19,88,1006,21,NW,4.92,0,0,17,27466
2013,6,27,17,2,50,53,58,16,38,996,32,NE,3.13,0,0,56,27467
2014,4,13,8,1,155,173,165,5,62,1019,12,SE,1.79,0,0,173,27468
2011,12,10,2,4,,,,-16,38,1032,-4,NW,114.44,0,0,17,27469
2015,11,18,23,3,79,87,82,2,,,5,SE,3.13,0,0,84,27470
2012,7,23,10,2,,,,19,51,1006,30,NW,3.13,0,0,20,27471
2011,5,17,22,1,,,,16,77,997,20,SE,1.79,0,0,250,27472
2014,9,12,23,3,69,54,52,17,82,1015,20,cv,0.89,0,0,52,27473
2012,10,12,5,3,,,,6,71,1014,11,cv,5.34,0,0,173,27474
2015,6,25,3,2,109,104,111,19,78,1003,23,cv,0.89,0,0,97,27475
2012,2,6,13,4,,,,-25,14,1027,-1,NW,111.31,0,0,22,27476
2013,10,17,3,3,,160,165,2,75,1026,6,cv,1.78,0,0,172,27477
2011,10,28,10,3,,,,2,41,1026,15,cv,0.89,0,0,82,27478
2010,5,11,1,1,,,,0,38,1013,14,NW,159.13,0,0,7,27479
2013,11,17,12,3,9,5,12,-20,10,1024,10,NW,35.32,0,0,9,27480
2015,3,15,19,1,87,101,96,-12,17,1014,12,SE,36.21,0,0,88,27481
2013,10,18,19,3,275,237,254,6,66,1023,12,cv,0.89,0,0,271,27482
2012,6,21,9,2,,,,20,69,1005,26,SE,1.79,0,0,165,27483
2013,3,24,4,1,8,14,8,-13,39,1023,-1,NW,5.81,0,0,11,27484
2011,4,4,11,1,,,,-9,15,1025,17,NW,3.58,0,0,149,27485
2012,10,23,8,3,,,,5,93,1018,6,NW,0.89,0,0,46,27486
2010,2,22,20,4,,,,-7,63,1014,-1,cv,0.89,0,0,95,27487
2013,11,21,1,3,170,225,206,-8,58,1026,-1,NW,1.78,0,0,205,27488
2011,7,26,4,2,,,,22,94,1000,23,NW,0.89,0,0,47,27489
2014,5,19,18,1,105,87,100,14,42,1001,28,SE,26.82,0,0,97,27490
2014,7,12,11,2,3,9,3,12,31,1004,31,NE,37.98,0,0,6,27491
2013,5,11,4,1,55,69,55,7,71,996,12,cv,2.67,0,0,89,27492
2011,2,22,0,4,,,,-6,85,1024,-4,NE,0.89,0,0,489,27493
2013,7,12,12,2,86,93,68,22,62,1005,30,cv,4.92,0,0,52,27494
2013,10,3,13,3,112,85,92,7,42,1018,20,SE,15.19,0,0,85,27495
2015,2,13,23,4,269,381,326,-9,50,1014,0,SE,3.58,0,0,317,27496
2013,12,24,5,4,333,314,349,-14,61,1035,-8,cv,0.45,0,0,377,27497
2013,12,10,8,4,19,59,31,-12,49,1019,-3,cv,0.45,0,0,32,27498
2015,9,6,21,3,29,,20,15,57,1013,24,SE,3.13,0,0,30,27499
2015,6,13,16,2,16,14,20,15,42,1004,29,cv,3.58,0,0,20,27500
2014,1,20,2,4,3,4,9,-21,20,1027,-1,NW,69.72,0,0,9,27501
2015,11,17,11,3,20,,16,-3,,,8,NE,14.75,0,0,20,27502
2013,9,30,11,3,,,,14,64,1020,21,SE,11.62,0,0,125,27503
2014,10,17,11,3,84,,93,3,36,1017,18,cv,0.89,0,0,87,27504
2014,7,25,15,2,,,,17,36,1004,34,SE,10.28,0,0,31,27505
2010,4,16,0,1,,,,1,80,1018,4,cv,1.34,0,0,239,27506
2014,8,24,3,2,36,38,31,19,83,1006,22,NW,8.05,0,0,35,27507
2014,8,16,7,2,35,47,38,19,83,1009,22,cv,0.45,0,0,37,27508
2012,6,6,16,2,,,,19,51,999,30,SE,13.42,0,0,168,27509
2013,4,12,22,1,68,56,62,0,26,1007,20,SE,7.6,0,0,54,27510
2010,3,25,14,1,,,,-19,12,1025,8,NW,4.02,0,0,20,27511
2010,1,11,2,4,,,,-19,51,1036,-11,NW,4.02,0,0,17,27512
2011,6,15,4,2,,,,19,88,1002,21,SE,0.89,0,0,135,27513
2011,2,16,23,4,,,,-5,79,1023,-2,cv,0.45,0,0,294,27514
2011,7,14,16,2,,,,22,55,1003,32,SE,3.13,0,0,137,27515
2015,4,8,0,1,76,77,76,-6,34,1028,9,SE,50.97,0,0,72,27516
2012,4,22,19,1,,,,13,72,1001,18,SE,12.07,0,0,235,27517
2010,8,26,10,2,,,,17,54,1016,27,NW,29.51,0,0,44,27518
2013,2,12,13,4,77,,108,-19,15,1025,5,NW,11.17,0,0,101,27519
2013,3,25,6,1,72,90,89,-6,68,1024,-1,cv,1.78,0,0,119,27520
2013,10,3,4,3,34,41,42,6,81,1018,9,NE,3.13,0,0,43,27521
2012,11,15,3,3,,,,-5,86,1029,-3,cv,1.34,0,0,171,27522
2012,2,7,18,4,,,,-25,17,1028,-4,NW,71.07,0,0,12,27523
2012,11,13,1,3,,,,-11,34,1017,3,NW,92.51,0,0,11,27524
2013,7,8,17,2,93,128,110,23,78,1001,27,SE,9.84,0,0,104,27525
2015,1,22,15,4,115,100,109,-11,32,1022,4,SE,3.58,0,0,101,27526
2010,4,27,14,1,,,,-6,26,1006,13,NW,146.63,0,0,30,27527
2011,2,22,1,4,,,,-5,86,1024,-3,cv,0.89,0,0,494,27528
2011,2,19,8,4,,,,-10,54,1026,-2,NW,19.67,0,0,144,27529
2010,7,24,10,2,,,,25,66,1011,32,SE,7.16,0,0,85,27530
2015,12,16,16,4,3,8,8,-18,22,1031,1,NW,412.59,0,0,3,27531
2010,12,18,23,4,,,,-11,62,1015,-5,cv,2.67,0,0,528,27532
2010,7,3,14,2,,,,17,30,999,37,SE,6.26,0,0,85,27533
2011,9,21,16,3,,,,4,24,1012,26,SE,1.79,0,0,19,27534
2014,8,1,6,2,144,150,134,23,94,1007,24,NW,0.89,0,0,159,27535
2014,6,20,19,2,48,75,58,18,65,1007,25,SE,9.84,0,0,61,27536
2015,6,2,4,2,84,78,80,16,68,1006,22,cv,1.78,0,0,75,27537
2015,5,11,21,1,15,9,14,2,38,1002,16,NW,44.7,0,0,7,27538
2013,10,18,15,3,262,219,213,3,36,1023,18,SE,9.84,0,0,227,27539
2011,7,3,6,2,,,,23,94,1002,24,NW,4.92,0,0,244,27540
2011,3,11,3,1,,,,-14,31,1021,1,NW,4.92,0,0,44,27541
2010,7,18,12,2,,,,23,59,1006,32,SE,1.79,0,0,140,27542
2013,9,12,18,3,196,172,183,18,69,1008,24,cv,0.89,0,0,183,27543
2010,2,5,17,4,,,,-12,46,1030,-2,SE,5.37,0,0,70,27544
2013,10,1,19,3,82,35,43,12,77,1018,16,cv,1.78,0,0,64,27545
2014,7,23,9,2,17,26,20,18,61,1005,26,NW,1.79,0,0,18,27546
2014,3,8,23,1,54,193,135,-6,63,1024,0,NE,0.89,0,0,134,27547
2012,12,2,18,4,,,,-6,79,1018,-3,SE,7.16,0,0,277,27548
2015,11,17,19,3,43,,47,1,,,6,SE,21.01,0,0,48,27549
2015,1,1,18,4,64,85,81,-21,20,1026,-1,SE,19.67,0,0,87,27550
2012,1,24,13,4,,,,-23,18,1027,-2,NW,59.44,0,0,11,27551
2013,7,19,19,2,112,133,105,22,65,1001,29,SE,16.99,0,0,97,27552
