year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan
2011,8,15,15,2,24.0,94.0,1002.0,25.0,4,0.0016646404189656786,0.0,0.0,109,31699,126.0,118.0,131.0
2014,6,7,3,2,12.0,82.0,1005.0,15.0,1,0.0033479846628635557,0.0,0.0,17,31700,3.0,13.0,12.0
2010,11,1,0,3,1.0,75.0,1024.0,5.0,1,0.018404563733283457,0.0,0.0,83,31701,61.0,79.0,78.0
2013,12,8,12,4,-3.0,48.0,1019.0,7.0,3,0.010043953988590667,0.0,0.0,206,31702,196.0,223.0,219.0
2010,3,23,5,1,-6.0,63.0,1022.0,0.0,3,0.0016646404189656786,0.0,0.0,54,31703,47.0,57.0,50.0
2011,6,12,3,2,14.0,77.0,1006.0,18.0,1,0.0033479846628635557,0.0,0.0,12,31704,5.0,13.0,11.0
2012,8,3,1,2,23.0,94.0,1009.0,24.0,2,0.020069204152249137,0.0,0.0,64,31705,72.0,80.0,56.0
2011,10,26,13,3,4.0,66.0,1024.0,10.0,2,0.0033479846628635557,0.0,0.0,110,31706,83.0,93.0,108.0
2015,11,4,0,3,5.0,87.0,1022.0,7.0,2,0.0033479846628635557,0.0,0.0,185,31707,154.0,95.0,165.0
2010,2,2,16,4,-22.0,16.0,1027.0,1.0,4,0.006677265500794912,0.0,0.0,43,31708,35.0,34.0,44.0
2012,7,10,4,2,23.0,94.0,999.0,24.0,1,0.0033479846628635557,0.0,0.0,48,31709,43.0,57.0,44.0
2013,11,20,22,3,-8.0,54.0,1025.0,0.0,3,0.003329280837931357,0.0,0.0,144,31710,99.0,95.0,87.0
2014,9,29,13,3,6.0,33.0,1019.0,23.0,3,0.05098662676517348,0.0,0.0,10,31711,10.0,13.0,11.0
2014,3,30,15,1,-9.0,9.0,1013.0,26.0,4,0.015898251192368842,0.0,0.0,12,31712,15.0,18.0,6.0
2011,1,12,8,4,-20.0,55.0,1026.0,-13.0,2,0.0016646404189656786,0.0,0.0,74,31713,65.0,73.0,69.0
2012,10,29,4,3,4.0,70.0,1024.0,9.0,4,0.003329280837931357,0.0,0.0,48,31714,46.0,51.0,44.0
2011,12,13,9,4,-1.0,86.0,1025.0,1.0,2,0.013391938651454223,0.0,0.0,121,31715,91.0,132.0,110.0
2012,4,6,20,1,-4.0,39.0,1019.0,9.0,2,0.03763209576358366,0.0,0.0,18,31716,19.0,19.0,16.0
2014,11,30,23,3,-26.0,15.0,1030.0,-3.0,1,0.33530346955952495,0.0,0.0,48,31717,19.0,63.0,38.0
2014,3,14,10,1,-23.0,6.0,1022.0,12.0,1,0.13294678761806789,0.0,0.0,7,31718,17.0,13.0,7.0
2010,7,20,9,2,19.0,65.0,1003.0,26.0,1,0.03344243897877116,0.0,0.0,46,31719,40.0,51.0,44.0
2010,6,30,0,2,20.0,69.0,1003.0,26.0,2,0.013373234826522026,0.0,0.0,155,31720,167.0,165.0,156.0
2010,8,21,21,2,17.0,82.0,1013.0,20.0,1,0.025923501356027306,0.3,0.3,13,31721,16.0,24.0,12.0
2013,5,11,17,1,-9.0,6.0,993.0,33.0,1,0.0877957542317404,0.0,0.0,55,31722,23.0,27.0,19.0
2015,7,8,7,2,20.0,83.0,1011.0,23.0,2,0.020087907977181334,0.0,0.0,149,31723,193.0,181.0,178.0
2011,4,1,1,1,1.0,38.0,1017.0,15.0,3,0.028429813896941925,0.0,0.0,147,31724,142.0,147.0,145.0
2013,6,2,19,2,18.0,65.0,1002.0,25.0,2,0.07526419152716732,0.0,0.0,127,31725,148.0,159.0,132.0
2015,6,4,11,2,16.0,77.0,1006.0,20.0,4,0.0016646404189656786,0.6,1.0,49,31726,57.0,17.0,48.0
2011,8,30,7,2,22.0,94.0,1009.0,23.0,3,0.0016646404189656786,0.0,0.0,166,31727,161.0,182.0,162.0
2011,3,3,9,1,-16.0,23.0,1029.0,3.0,1,0.24414102683998878,0.0,0.0,26,31728,14.0,20.0,18.0
2010,6,27,12,2,15.0,42.0,1004.0,29.0,2,0.0033479846628635557,0.0,0.0,120,31729,130.0,129.0,117.0
2010,4,5,7,1,1.0,65.0,1013.0,7.0,4,0.0016646404189656786,0.0,0.0,166,31730,155.0,171.0,141.0
2014,9,24,23,3,16.0,93.0,1017.0,17.0,4,0.0016646404189656786,0.0,0.0,111,31731,101.0,94.0,96.0
2010,3,15,0,1,-1.0,92.0,1019.0,0.0,1,0.03344243897877116,0.0,0.0,129,31732,120.0,120.0,110.0
2012,3,12,8,1,-14.0,36.0,1030.0,-1.0,1,0.020087907977181334,0.0,0.0,49,31733,31.0,44.0,44.0
2010,3,24,4,1,-6.0,44.0,1020.0,5.0,2,0.0033479846628635557,0.0,0.0,70,31734,70.0,66.0,65.0
2011,8,30,0,2,21.0,94.0,1010.0,22.0,3,0.0033479846628635557,0.0,0.0,184,31735,195.0,180.0,162.0
2010,10,8,23,3,13.0,93.0,1013.0,14.0,2,0.0033479846628635557,0.0,0.0,290,31736,258.0,253.0,272.0
2014,2,26,1,4,-4.0,69.0,1025.0,1.0,3,0.0016646404189656786,0.0,0.0,534,31737,488.0,487.0,504.0
2014,3,26,3,1,4.0,61.0,1009.0,11.0,4,0.0016646404189656786,0.0,0.0,269,31738,220.0,218.0,213.0
2010,1,16,13,4,-12.0,53.0,1031.0,-4.0,4,0.0016646404189656786,0.0,0.0,128,31739,108.0,99.0,86.0
2013,10,22,18,3,6.0,58.0,1020.0,14.0,1,0.010866922285607407,0.0,0.0,95,31740,95.0,127.0,96.0
2015,11,2,15,3,-4.0,19.0,1020.0,20.0,2,0.009202281866641729,0.0,0.0,57,31741,46.0,83.0,69.0
2010,3,11,5,1,-8.0,73.0,1013.0,-4.0,1,0.0033479846628635557,0.0,0.0,135,31742,120.0,126.0,107.0
2011,6,29,5,2,20.0,88.0,1004.0,22.0,4,0.005835593378845975,0.0,0.0,265,31743,253.0,193.0,227.0
2011,9,8,5,3,14.0,68.0,1011.0,20.0,1,0.03761339193865146,0.0,0.0,11,31744,6.0,12.0,9.0
2013,7,21,2,2,22.0,83.0,1004.0,25.0,2,0.02425886093706163,0.0,0.0,74,31745,73.0,113.0,86.0
2012,7,22,16,2,17.0,36.0,999.0,34.0,1,0.1137192555877677,0.0,0.0,8,31746,9.0,43.0,6.0
2013,11,25,2,3,-14.0,23.0,1015.0,5.0,1,0.11456092770971664,0.0,0.0,19,31747,10.0,8.0,10.0
2015,2,7,17,4,-26.0,10.0,1032.0,2.0,1,0.01672121948938558,0.0,0.0,5,31748,4.0,9.0,11.0
2010,9,9,23,3,16.0,73.0,1009.0,21.0,2,0.0685682222014402,0.0,0.0,175,31749,183.0,178.0,165.0
2015,9,21,11,3,15.0,57.0,1012.0,24.0,2,0.0033479846628635557,0.0,0.0,79,31750,112.0,16.0,116.0
2013,1,2,13,4,-28.0,18.0,1040.0,-8.0,1,0.45908538296081547,0.0,0.0,20,31751,11.0,15.0,14.0
2015,8,3,0,2,24.0,88.0,1003.0,26.0,2,0.04264472084541289,0.0,0.0,79,31752,85.0,76.0,71.0
2014,11,18,11,3,-8.0,27.0,1031.0,10.0,4,0.0016646404189656786,0.1,0.1,52,31753,39.0,49.0,53.0
2010,3,21,11,1,-12.0,18.0,1016.0,11.0,2,0.024240157112129432,0.0,0.0,52,31754,48.0,51.0,47.0
2015,2,7,4,4,-13.0,31.0,1025.0,2.0,1,0.009202281866641729,0.0,0.0,5,31755,3.0,3.0,3.0
2012,3,30,11,1,-15.0,14.0,1023.0,11.0,1,0.45983353595810345,0.0,0.0,22,31756,19.0,17.0,20.0
2010,8,25,15,2,18.0,48.0,1014.0,30.0,2,0.0066959693257271115,0.0,0.0,73,31757,76.0,81.0,72.0
2010,5,17,5,1,13.0,93.0,1011.0,14.0,4,0.0016646404189656786,0.1,0.1,51,31758,48.0,55.0,45.0
2013,5,11,21,1,-4.0,18.0,996.0,21.0,3,0.0033479846628635557,0.0,0.0,48,31759,26.0,68.0,29.0
2012,6,18,15,2,16.0,38.0,1001.0,32.0,2,0.04096137660151501,0.0,0.0,202,31760,225.0,202.0,203.0
2014,2,28,8,4,-5.0,74.0,1029.0,-1.0,2,0.0016646404189656786,0.0,0.0,63,31761,68.0,62.0,54.0
2015,4,30,7,1,15.0,82.0,1012.0,18.0,4,0.0016646404189656786,0.0,0.0,135,31762,125.0,240.0,136.0
2010,6,15,12,2,20.0,55.0,1002.0,30.0,4,0.0033479846628635557,0.0,0.0,136,31763,178.0,167.0,142.0
2015,6,15,8,2,17.0,64.0,1008.0,24.0,4,0.0016646404189656786,26.775775136867406,27.046892776071576,93,31764,126.0,133.0,145.0
2011,3,1,3,1,-12.0,53.0,1028.0,-4.0,1,0.011708594407556346,0.0,0.0,17,31765,10.0,19.0,12.0
2014,2,20,4,4,-6.0,79.0,1030.0,-3.0,2,0.06772655007949126,0.0,0.0,174,31766,133.0,137.0,129.0
2014,9,7,17,3,19.0,54.0,1005.0,29.0,2,0.04264472084541289,0.0,0.0,110,31767,119.0,110.0,102.0
2010,1,22,11,4,-19.0,30.0,1036.0,-4.0,1,0.15716824090526513,0.0,0.0,26,31768,17.0,18.0,18.0
2014,10,14,7,3,0.0,75.0,1022.0,4.0,1,0.0033479846628635557,0.0,0.0,22,31769,17.0,66.0,20.0
2014,7,13,15,2,12.0,23.0,1000.0,36.0,4,0.012550266529505284,0.0,0.0,9,31770,5.0,16.0,14.0
2011,6,6,0,2,14.0,50.0,1004.0,25.0,2,0.0066959693257271115,0.0,0.0,65,31771,69.0,68.0,57.0
2014,3,14,5,1,-23.0,10.0,1020.0,6.0,1,0.09866267651734781,0.0,0.0,7,31772,8.0,10.0,10.0
2011,12,29,11,4,-11.0,58.0,1039.0,-4.0,2,0.04098008042644721,0.0,0.0,64,31773,59.0,62.0,54.0
2015,1,20,19,4,-9.0,43.0,1022.0,2.0,4,0.004993921256897036,0.0,0.0,123,31774,106.0,126.0,114.0
2015,5,18,16,1,-5.0,11.0,1001.0,28.0,1,0.18730010287103713,0.0,0.0,17,31775,3.0,33.0,18.0
2014,11,27,20,3,-12.0,27.0,1024.0,5.0,1,0.0066959693257271115,0.0,0.0,34,31776,7.0,38.0,26.0
2010,11,12,7,3,-5.0,79.0,1016.0,-1.0,1,0.2699897128962873,0.0,0.0,43,31777,32.0,55.0,40.0
2013,7,30,9,2,23.0,74.0,999.0,28.0,2,0.0066959693257271115,0.0,0.0,132,31778,182.0,206.0,187.0
2010,10,6,14,3,14.0,50.0,1012.0,25.0,2,0.009202281866641729,0.0,0.0,284,31779,287.0,255.0,275.0
2015,8,23,6,2,18.0,82.0,1008.0,21.0,1,0.005854297203778173,0.0,0.0,13,31780,13.0,61.0,9.0
2013,10,31,12,3,-2.0,33.0,1027.0,14.0,1,0.04348639296736183,0.0,0.0,122,31781,121.0,105.0,124.0
2014,3,15,10,1,-11.0,20.0,1012.0,11.0,4,0.004170952959880295,0.0,0.0,91,31782,89.0,91.0,91.0
2015,12,13,6,4,-6.0,85.0,1027.0,-4.0,1,0.0033479846628635557,0.0,0.0,69,31783,70.0,206.0,90.0
2015,5,10,13,1,8.0,93.0,1016.0,9.0,1,0.00751893762274385,5.2,10.2,53,31784,46.0,50.0,44.0
2012,6,16,15,2,9.0,19.0,1002.0,36.0,4,0.0033479846628635557,0.0,0.0,17,31785,17.0,22.0,20.0
2013,7,18,6,2,23.0,94.0,1005.0,24.0,4,0.003329280837931357,0.0,0.0,145,31786,165.0,186.0,158.0
2014,7,13,12,2,12.0,26.0,1002.0,34.0,1,0.01756289161133452,0.0,0.0,10,31787,4.0,12.0,6.0
2014,5,11,4,1,9.0,93.0,1011.0,10.0,3,0.010866922285607407,1.6,10.8,46,31788,32.0,37.0,44.0
2012,8,17,16,2,22.0,69.0,1006.0,28.0,2,0.0451697372112597,0.0,0.0,144,31789,171.0,171.0,152.0
2015,1,18,13,4,-12.0,26.0,1016.0,6.0,1,0.031777798559805476,0.0,0.0,17,31790,36.0,242.0,46.0
2011,12,7,3,4,-1.0,100.0,1032.0,-1.0,3,0.0016646404189656786,0.0,0.0,287,31791,233.0,259.0,267.0
2011,3,5,5,1,1.0,75.0,1017.0,5.0,2,0.10367530159917704,0.0,0.0,77,31792,63.0,80.0,67.0
2014,2,16,12,4,-15.0,20.0,1030.0,6.0,4,0.0016646404189656786,0.0,0.0,177,31793,192.0,166.0,176.0
2014,5,5,11,1,-11.0,14.0,1020.0,16.0,4,0.0033479846628635557,0.0,0.0,31,31794,8.0,3.0,14.0
2010,5,23,14,1,4.0,15.0,998.0,34.0,1,0.00751893762274385,0.0,0.0,70,31795,76.0,73.0,66.0
2015,10,21,3,3,9.0,93.0,1020.0,10.0,4,0.0016646404189656786,0.0,0.0,44,31796,49.0,49.0,48.0
2013,11,22,17,3,-8.0,27.0,1021.0,10.0,2,0.013373234826522026,0.0,0.0,185,31797,190.0,150.0,172.0
2013,7,8,20,2,23.0,83.0,1002.0,26.0,4,0.0016646404189656786,0.3,0.8,133,31798,148.0,145.0,137.0
2012,12,10,6,4,-15.0,57.0,1028.0,-8.0,3,0.0016646404189656786,0.0,0.0,38,31799,25.0,54.0,42.0
2014,8,14,5,2,15.0,88.0,1008.0,17.0,4,0.0016646404189656786,0.0,0.0,35,31800,30.0,47.0,30.0
2014,1,22,9,4,-16.0,41.0,1025.0,-5.0,4,0.0016646404189656786,0.0,0.0,101,31801,83.0,87.0,85.0
2012,11,6,16,3,-2.0,37.0,1020.0,12.0,2,0.015056579070419903,0.0,0.0,114,31802,106.0,123.0,110.0
2015,4,29,2,1,13.0,82.0,1015.0,16.0,4,0.0016646404189656786,0.0,0.0,120,31803,116.0,240.0,112.0
2010,3,30,4,1,6.0,93.0,1018.0,7.0,2,0.015056579070419903,0.5,0.5,271,31804,219.0,239.0,218.0
2011,11,28,6,3,-2.0,80.0,1023.0,1.0,1,0.029271486018890864,0.0,0.0,140,31805,131.0,145.0,136.0
2011,5,11,8,1,14.0,77.0,1007.0,18.0,4,0.003329280837931357,0.0,0.0,117,31806,105.0,126.0,107.0
2012,11,16,15,3,-5.0,36.0,1019.0,9.0,1,0.013373234826522026,0.0,0.0,13,31807,12.0,13.0,11.0
2011,7,28,20,2,27.0,88.0,1005.0,29.0,2,0.03261947068175442,0.0,0.0,238,31808,251.0,242.0,210.0
2014,12,17,23,4,-14.0,53.0,1030.0,-6.0,1,0.0033479846628635557,0.0,0.0,180,31809,115.0,236.0,175.0
2011,2,4,16,4,-12.0,24.0,1021.0,7.0,2,0.005854297203778173,0.0,0.0,21,31810,20.0,20.0,20.0
2013,9,20,2,3,17.0,88.0,1015.0,19.0,1,0.00751893762274385,0.0,0.0,147,31811,161.0,109.0,115.0
2013,8,28,19,2,21.0,83.0,998.0,24.0,4,0.013317123351725428,0.0,0.0,85,31812,78.0,104.0,67.0
2015,5,11,6,1,9.0,100.0,1011.0,9.0,2,0.0033479846628635557,0.0,0.0,30,31813,31.0,31.0,29.0
2013,10,19,10,3,-5.0,24.0,1026.0,15.0,1,0.0643785654166277,0.0,0.0,12,31814,13.0,14.0,3.0
2014,8,21,17,2,20.0,49.0,1005.0,32.0,2,0.0342841111007201,0.0,0.0,115,31815,138.0,119.0,112.0
2014,12,23,16,4,-16.0,16.0,1019.0,8.0,1,0.059384644159730667,0.0,0.0,62,31816,29.0,42.0,40.0
2011,10,3,1,3,3.0,75.0,1030.0,7.0,1,0.0033479846628635557,0.0,0.0,61,31817,47.0,66.0,60.0
2013,5,4,2,1,7.0,62.0,1017.0,14.0,2,0.068549518376508,0.0,0.0,74,31818,77.0,69.0,73.0
2010,2,14,6,4,-17.0,33.0,1031.0,-3.0,3,0.00751893762274385,0.0,0.0,7,31819,9.0,9.0,7.0
2012,8,14,23,2,17.0,82.0,1006.0,20.0,2,0.09950434863929675,0.0,0.0,48,31820,43.0,52.0,42.0
2015,9,9,23,3,13.0,64.0,1022.0,20.0,3,0.10952959880295521,0.0,0.0,9,31821,9.0,9.0,3.0
2015,9,29,19,3,13.0,93.0,1028.0,14.0,1,0.015898251192368842,0.1,1.3,20,31822,35.0,58.0,27.0
2010,2,2,9,4,-14.0,53.0,1029.0,-6.0,3,0.009202281866641729,0.0,0.0,55,31823,42.0,54.0,46.0
2011,9,17,3,3,11.0,76.0,1018.0,15.0,3,0.005854297203778173,0.0,0.0,21,31824,19.0,18.0,19.0
2015,1,1,22,4,-18.0,38.0,1026.0,-6.0,1,0.0033479846628635557,0.0,0.0,139,31825,86.0,158.0,124.0
2015,11,24,3,3,-13.0,62.0,1042.0,-7.0,1,0.0033479846628635557,0.0,0.0,11,31826,6.0,36.0,27.0
2014,9,10,21,3,15.0,60.0,1014.0,23.0,2,0.05685962779388385,0.0,0.0,83,31827,64.0,98.0,61.0
2010,1,20,15,4,-15.0,33.0,1032.0,-1.0,3,0.010866922285607407,0.0,0.0,28,31828,21.0,26.0,32.0
2013,5,2,14,1,1.0,22.0,1011.0,24.0,2,0.022575516693163752,0.0,0.0,96,31829,103.0,90.0,75.0
2011,1,30,7,4,-21.0,31.0,1036.0,-7.0,1,0.22491349480968859,0.0,0.0,17,31830,14.0,15.0,12.0
2013,8,4,23,2,19.0,83.0,1000.0,22.0,2,0.011708594407556346,0.6,10.5,31,31831,30.0,3.0,17.0
2011,2,17,7,4,-7.0,79.0,1025.0,-4.0,1,0.03260076685682222,0.0,0.0,237,31832,207.0,206.0,195.0
2013,9,1,0,3,13.0,64.0,1013.0,20.0,2,0.024240157112129432,0.0,0.0,76,31833,62.0,68.0,71.0
2011,10,1,2,3,5.0,71.0,1025.0,10.0,4,0.0025063125409146175,0.0,0.0,72,31834,64.0,73.0,65.0
2010,7,17,13,2,23.0,66.0,1007.0,30.0,3,0.0033479846628635557,0.0,0.0,177,31835,207.0,194.0,196.0
2013,3,17,17,1,3.0,44.0,1002.0,15.0,2,0.021752548396147015,0.0,0.0,422,31836,357.0,389.0,341.0
2013,5,8,5,1,10.0,67.0,1014.0,16.0,2,0.0033479846628635557,0.0,0.0,119,31837,127.0,215.0,118.0
2015,11,19,9,3,4.0,86.0,1029.0,4.0,2,0.0066959693257271115,0.0,0.0,92,31838,77.0,90.0,88.0
2012,5,26,1,1,12.0,77.0,1008.0,16.0,2,0.0066959693257271115,0.0,0.0,98,31839,88.0,100.0,88.0
2010,5,4,15,1,15.0,53.0,1000.0,25.0,2,0.020892172449265875,0.0,0.0,121,31840,131.0,129.0,116.0
2010,4,10,10,1,-13.0,17.0,1020.0,11.0,4,0.0033479846628635557,0.0,0.0,19,31841,19.0,17.0,18.0
2014,5,10,21,1,1.0,29.0,1016.0,19.0,2,0.020069204152249137,0.0,0.0,40,31842,35.0,34.0,39.0
2015,3,7,22,1,-1.0,65.0,1020.0,5.0,4,0.0016646404189656786,0.0,0.0,220,31843,269.0,249.0,235.0
2014,9,18,12,3,11.0,39.0,1020.0,26.0,1,0.0033479846628635557,0.0,0.0,69,31844,61.0,72.0,73.0
2010,11,24,0,3,-6.0,68.0,1020.0,-1.0,1,0.018404563733283457,0.0,0.0,238,31845,213.0,219.0,217.0
2010,11,13,20,3,-8.0,58.0,1035.0,0.0,1,0.3110820162723277,0.0,0.0,43,31846,33.0,48.0,35.0
2014,12,25,22,4,-12.0,49.0,1033.0,-3.0,2,0.0016646404189656786,0.0,0.0,69,31847,76.0,84.0,53.0
2014,1,19,16,4,-9.0,40.0,1020.0,3.0,2,0.012550266529505284,0.0,0.0,209,31848,197.0,181.0,195.0
2011,12,11,10,4,-9.0,33.0,1027.0,6.0,4,0.0016646404189656786,0.0,0.0,70,31849,71.0,89.0,66.0
2012,7,28,5,2,24.0,94.0,1004.0,25.0,2,0.012550266529505284,0.0,0.0,96,31850,103.0,136.0,99.0
2014,5,10,1,1,5.0,47.0,1016.0,16.0,4,0.0016646404189656786,0.0,0.0,46,31851,41.0,34.0,43.0
2010,3,2,2,1,-5.0,79.0,1019.0,-2.0,2,0.0016646404189656786,0.0,0.0,108,31852,93.0,107.0,98.0
2013,10,17,11,3,3.0,47.0,1028.0,14.0,2,0.0066959693257271115,0.0,0.0,207,31853,135.0,204.0,205.0
2012,9,4,3,3,10.0,81.0,1015.0,13.0,1,0.0016646404189656786,0.0,0.0,9,31854,6.0,11.0,8.0
2014,5,30,2,1,14.0,50.0,1003.0,25.0,3,0.0033479846628635557,0.0,0.0,102,31855,28.0,101.0,100.0
2015,1,11,20,4,-9.0,43.0,1035.0,2.0,2,0.0033479846628635557,0.0,0.0,89,31856,99.0,87.0,91.0
2013,9,25,3,3,2.0,70.0,1022.0,7.0,4,0.0016646404189656786,0.0,0.0,14,31857,3.0,26.0,3.0
2010,6,16,18,2,15.0,50.0,1001.0,26.0,1,0.01838585990835126,0.0,0.0,20,31858,21.0,23.0,14.0
2013,12,19,4,4,-20.0,43.0,1030.0,-10.0,1,0.0033479846628635557,0.0,0.0,9,31859,13.0,236.0,184.0
2012,6,3,16,2,19.0,88.0,1004.0,21.0,2,0.009202281866641729,0.1,19.5,39,31860,35.0,36.0,35.0
2011,4,26,3,1,6.0,81.0,1003.0,9.0,2,0.08695408210979146,0.0,0.0,101,31861,93.0,102.0,83.0
2015,4,29,5,1,13.0,93.0,1014.0,14.0,4,0.0008416721219489386,0.0,0.0,131,31862,122.0,240.0,112.0
2011,9,10,15,3,13.0,93.0,1023.0,14.0,4,0.0016646404189656786,0.9,10.1,24,31863,26.0,23.0,21.0
2015,8,10,18,2,19.0,43.0,1007.0,33.0,2,0.010043953988590667,0.0,0.0,20,31864,25.0,28.0,17.0
2013,4,28,16,1,7.0,48.0,1007.0,18.0,4,0.004993921256897036,0.0,0.0,92,31865,100.0,83.0,83.0
2013,11,9,4,3,-1.0,60.0,1022.0,6.0,4,0.0016646404189656786,0.0,0.0,171,31866,159.0,174.0,156.0
2015,4,24,7,1,8.0,71.0,1024.0,13.0,4,0.003329280837931357,26.775775136867406,27.046892776071576,65,31867,70.0,134.0,53.0
2015,1,11,13,4,-16.0,20.0,1033.0,5.0,4,0.010006546338726269,0.0,0.0,22,31868,21.0,22.0,21.0
2015,6,1,21,2,21.0,62.0,1001.0,29.0,2,0.009202281866641729,0.0,0.0,139,31869,134.0,154.0,161.0
2015,4,19,11,1,-9.0,14.0,1016.0,19.0,1,0.024240157112129432,0.0,0.0,27,31870,55.0,46.0,24.0
2015,2,17,16,4,-11.0,20.0,1023.0,11.0,4,0.0033479846628635557,0.0,0.0,19,31871,27.0,107.0,16.0
2013,4,6,16,1,-12.0,15.0,1013.0,14.0,2,0.005854297203778173,0.0,0.0,13,31872,5.0,9.0,10.0
2012,12,28,19,4,-7.0,85.0,1027.0,-5.0,1,0.10201066118021136,0.2,0.8,241,31873,220.0,244.0,224.0
2011,1,3,15,4,-15.0,33.0,1029.0,-1.0,2,0.0033479846628635557,0.0,0.0,184,31874,184.0,164.0,163.0
2012,4,29,11,1,-3.0,22.0,1013.0,19.0,4,0.0033479846628635557,0.0,0.0,200,31875,188.0,202.0,189.0
2010,3,29,15,1,3.0,61.0,1022.0,10.0,2,0.00751893762274385,0.0,0.0,260,31876,241.0,239.0,227.0
2013,8,26,15,2,12.0,27.0,1004.0,33.0,2,0.024240157112129432,0.0,0.0,38,31877,33.0,40.0,39.0
2015,6,6,0,2,16.0,73.0,1000.0,21.0,3,0.011708594407556346,0.0,0.0,38,31878,44.0,31.0,50.0
2014,1,10,3,4,-22.0,39.0,1031.0,-11.0,1,0.0066959693257271115,0.0,0.0,88,31879,65.0,86.0,89.0
2012,1,13,3,4,-15.0,61.0,1028.0,-9.0,1,0.04264472084541289,0.0,0.0,57,31880,53.0,48.0,54.0
2013,7,28,2,2,22.0,88.0,999.0,24.0,1,0.005854297203778173,0.0,0.0,141,31881,178.0,185.0,162.0
2015,3,15,9,1,-7.0,33.0,1020.0,8.0,1,0.0033479846628635557,0.0,0.0,83,31882,82.0,151.0,78.0
2013,7,24,20,2,14.0,31.0,999.0,33.0,1,0.08276442532497896,0.0,0.0,29,31883,10.0,43.0,21.0
2015,10,22,19,3,6.0,71.0,1022.0,11.0,4,0.00834190591976059,0.0,0.0,31,31884,38.0,63.0,16.0
2014,3,12,4,1,-11.0,28.0,1025.0,6.0,1,0.013373234826522026,0.0,0.0,10,31885,9.0,8.0,3.0
2013,8,28,5,2,19.0,83.0,1001.0,22.0,2,0.10115028523333022,2.3,10.5,54,31886,57.0,57.0,51.0
2013,4,9,12,1,-13.0,16.0,1020.0,12.0,1,0.5785841204526325,0.0,0.0,14,31887,15.0,15.0,14.0
2011,11,8,11,3,4.0,47.0,1028.0,15.0,1,0.05768259609090059,0.0,0.0,25,31888,18.0,25.0,23.0
2010,2,21,19,4,-13.0,27.0,1015.0,4.0,4,0.003329280837931357,0.0,0.0,69,31889,72.0,63.0,59.0
2011,11,18,23,3,5.0,93.0,1019.0,6.0,2,0.06022631628167961,0.1,3.7,90,31890,80.0,89.0,80.0
2015,4,23,20,1,-11.0,10.0,1018.0,22.0,3,0.005854297203778173,26.775775136867406,27.046892776071576,10,31891,22.0,21.0,8.0
2013,5,15,6,1,8.0,58.0,1016.0,16.0,4,0.0016646404189656786,0.0,0.0,126,31892,149.0,153.0,124.0
2014,11,1,17,3,-8.0,19.0,1018.0,15.0,1,0.0944730197325353,0.0,0.0,10,31893,5.0,14.0,11.0
2014,2,1,9,4,-7.0,47.0,1018.0,3.0,1,0.03261947068175442,0.0,0.0,178,31894,165.0,155.0,164.0
2010,12,25,23,4,-20.0,43.0,1022.0,-10.0,1,0.0033479846628635557,0.0,0.0,163,31895,134.0,177.0,141.0
2010,6,29,15,2,19.0,46.0,1002.0,32.0,2,0.02341718881511269,0.0,0.0,194,31896,233.0,177.0,187.0
2013,12,11,11,4,-21.0,14.0,1020.0,4.0,2,0.03847376788553259,0.0,0.0,35,31897,30.0,20.0,26.0
2014,4,29,7,1,7.0,58.0,1016.0,15.0,4,0.0016646404189656786,0.0,0.0,113,31898,74.0,93.0,81.0
2013,5,6,11,1,16.0,54.0,1015.0,26.0,4,0.006658561675862714,0.0,0.0,265,31899,315.0,408.0,284.0
2013,3,14,7,1,-4.0,80.0,1030.0,-1.0,2,0.0016646404189656786,0.0,0.0,88,31900,72.0,74.0,79.0
2012,10,26,7,3,12.0,100.0,1020.0,12.0,4,0.003329280837931357,0.0,0.0,253,31901,224.0,231.0,241.0
2013,7,12,7,2,22.0,94.0,1006.0,23.0,4,0.0016646404189656786,0.0,0.0,65,31902,73.0,92.0,80.0
2010,7,9,6,2,18.0,69.0,1007.0,24.0,4,0.003329280837931357,0.0,0.0,84,31903,70.0,96.0,78.0
2013,10,1,16,3,10.0,46.0,1016.0,22.0,3,0.022575516693163752,0.0,0.0,12,31904,3.0,3.0,3.0
2012,12,14,13,4,-1.0,92.0,1023.0,0.0,1,0.20071074534742356,0.0,0.0,210,31905,185.0,210.0,196.0
2013,10,5,20,3,13.0,82.0,1022.0,16.0,3,0.0016646404189656786,0.0,0.0,337,31906,289.0,296.0,261.0
2012,9,20,17,3,13.0,44.0,1012.0,26.0,2,0.015056579070419903,0.0,0.0,96,31907,105.0,98.0,90.0
2010,6,10,16,2,14.0,53.0,1012.0,24.0,2,0.011708594407556346,0.0,0.0,38,31908,37.0,40.0,34.0
2011,5,22,2,1,4.0,54.0,1013.0,13.0,4,0.0016833442438978772,0.0,0.0,47,31909,42.0,55.0,43.0
2012,2,3,20,4,-21.0,29.0,1024.0,-6.0,4,0.0016646404189656786,0.0,0.0,147,31910,124.0,122.0,116.0
2013,11,2,6,3,1.0,86.0,1023.0,3.0,4,0.013335827176657628,0.0,0.0,242,31911,239.0,199.0,179.0
